CustomerID,Segment,Value_Tier,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Avg,Recency_Percentile,Frequency_Percentile,Monetary_Percentile
17644.0,Champions,High Value,1,11,2895.64,5,5,5,555,5.0,1.0834485938220377,92.84232365145229,86.69893960350392
17651.0,Champions,High Value,12,10,3945.0,5,5,5,555,5.0,18.983402489626556,91.62056247118487,91.14799446749655
17677.0,Champions,High Value,2,30,16363.23,5,5,5,555,5.0,3.1466113416320884,98.9972337482711,98.68603042876902
17655.0,Champions,High Value,11,7,2638.94,5,5,5,555,5.0,17.50806823420931,85.5232826187183,84.99308437067774
17682.0,Champions,High Value,10,6,2474.33,5,5,5,555,5.0,15.813739050253572,81.89257722452743,83.58690640848317
17686.0,Champions,High Value,7,7,5739.46,5,5,5,555,5.0,11.191793453204243,85.5232826187183,94.92853849700322
17675.0,Champions,High Value,1,31,20374.28,5,5,5,555,5.0,1.0834485938220377,99.07791609036423,99.05486399262332
14299.0,Champions,High Value,8,9,3965.62,5,5,5,555,5.0,12.551867219917012,90.21438450899032,91.21715076071922
14309.0,Champions,High Value,8,9,2352.53,5,5,5,555,5.0,12.551867219917012,90.21438450899032,82.68787459658829
14395.0,Champions,High Value,2,9,3507.71,5,5,5,555,5.0,3.1466113416320884,90.21438450899032,89.32687874596589
14397.0,Champions,High Value,3,19,2612.96,5,5,5,555,5.0,5.16366989396035,97.40663900414937,84.64730290456431
14401.0,Champions,High Value,4,13,4051.48,5,5,5,555,5.0,7.468879668049793,94.8248040571692,91.58598432457353
14388.0,Champions,High Value,10,8,3212.84,5,5,5,555,5.0,15.813739050253572,88.30106039649608,88.26648224988473
14390.0,Champions,High Value,10,9,4652.82,5,5,5,555,5.0,15.813739050253572,90.21438450899032,93.015214384509
14367.0,Champions,High Value,8,16,9261.52,5,5,5,555,5.0,12.551867219917012,96.40387275242047,97.39511295527893
14422.0,Champions,High Value,1,6,4263.64,5,5,5,555,5.0,1.0834485938220377,81.89257722452743,92.20839096357768
14408.0,Champions,High Value,11,7,2606.53,5,5,5,555,5.0,17.50806823420931,85.5232826187183,84.50899031811895
13408.0,Champions,High Value,2,62,28117.04,5,5,5,555,5.0,3.1466113416320884,99.79253112033194,99.21622867680959
13418.0,Champions,High Value,12,18,6127.43,5,5,5,555,5.0,18.983402489626556,97.10696173351775,95.32042415859844
13394.0,Champions,High Value,2,8,2520.02,5,5,5,555,5.0,3.1466113416320884,88.30106039649608,83.9096357768557
14432.0,Champions,High Value,10,6,2255.51,5,5,5,555,5.0,15.813739050253572,81.89257722452743,81.92715537113877
14415.0,Champions,High Value,1,13,5900.28,5,5,5,555,5.0,1.0834485938220377,94.8248040571692,95.08990318118948
17449.0,Champions,High Value,2,7,2520.86,5,5,5,555,5.0,3.1466113416320884,85.5232826187183,83.9326878745966
17450.0,Champions,High Value,8,46,194550.79,5,5,5,555,5.0,12.551867219917012,99.56201014292301,99.95389580451821
17434.0,Champions,High Value,2,7,2373.82,5,5,5,555,5.0,3.1466113416320884,85.5232826187183,82.89534347625634
17426.0,Champions,High Value,8,6,5037.26,5,5,5,555,5.0,12.551867219917012,81.89257722452743,93.75288151221761
17428.0,Champions,High Value,1,28,17256.85,5,5,5,555,5.0,1.0834485938220377,98.85892116182573,98.84739511295528
17511.0,Champions,High Value,3,31,91062.38,5,5,5,555,5.0,5.16366989396035,99.07791609036423,99.83863531581375
17490.0,Champions,High Value,1,7,2092.32,5,5,5,555,5.0,1.0834485938220377,85.5232826187183,80.34808667588752
17491.0,Champions,High Value,1,10,3558.87,5,5,5,555,5.0,1.0834485938220377,91.62056247118487,89.55739972337483
12583.0,Champions,High Value,3,15,7281.38,5,5,5,555,5.0,5.16366989396035,95.95435684647303,96.47302904564316
12584.0,Champions,High Value,4,9,2338.15,5,5,5,555,5.0,7.468879668049793,90.21438450899032,82.6187183033656
12562.0,Champions,High Value,8,7,3781.74,5,5,5,555,5.0,12.551867219917012,85.5232826187183,90.61779621945597
12569.0,Champions,High Value,2,32,4124.69,5,5,5,555,5.0,3.1466113416320884,99.1470723835869,91.81650530198247
12553.0,Champions,High Value,8,10,3692.28,5,5,5,555,5.0,12.551867219917012,91.62056247118487,90.15675426463808
17576.0,Champions,High Value,8,19,3622.68,5,5,5,555,5.0,12.551867219917012,97.40663900414937,89.76486860304288
17581.0,Champions,High Value,1,25,11045.04,5,5,5,555,5.0,1.0834485938220377,98.46703550023052,97.9483633010604
17567.0,Champions,High Value,7,8,4331.48,5,5,5,555,5.0,11.191793453204243,88.30106039649608,92.32365145228216
17528.0,Champions,High Value,1,8,3628.5,5,5,5,555,5.0,1.0834485938220377,88.30106039649608,89.83402489626556
17530.0,Champions,High Value,1,10,2385.0,5,5,5,555,5.0,1.0834485938220377,91.62056247118487,83.03365606270171
14503.0,Champions,High Value,3,6,3543.26,5,5,5,555,5.0,5.16366989396035,81.89257722452743,89.48824343015215
14456.0,Champions,High Value,5,9,3062.4,5,5,5,555,5.0,9.474412171507607,90.21438450899032,87.43660673121254
14534.0,Champions,High Value,3,18,4447.05,5,5,5,555,5.0,5.16366989396035,97.10696173351775,92.6002766251729
14527.0,Champions,High Value,3,55,8508.82,5,5,5,555,5.0,5.16366989396035,99.71184877823882,97.1184877823882
14560.0,Champions,High Value,7,22,2237.77,5,5,5,555,5.0,11.191793453204243,98.13278008298755,81.74273858921161
14562.0,Champions,High Value,4,18,5074.77,5,5,5,555,5.0,7.468879668049793,97.10696173351775,93.86814200092208
14547.0,Champions,High Value,4,8,4007.54,5,5,5,555,5.0,7.468879668049793,88.30106039649608,91.42461964038728
14572.0,Champions,High Value,3,7,2832.84,5,5,5,555,5.0,5.16366989396035,85.5232826187183,86.28400184416782
14646.0,Champions,High Value,2,73,280206.02,5,5,5,555,5.0,3.1466113416320884,99.83863531581375,100.0
14606.0,Champions,High Value,1,93,12156.65,5,5,5,555,5.0,1.0834485938220377,99.90779160903642,98.15583218072844
14688.0,Champions,High Value,8,21,5630.87,5,5,5,555,5.0,12.551867219917012,97.9483633010604,94.69801751959427
14659.0,Champions,High Value,9,9,2529.93,5,5,5,555,5.0,14.200092208390963,90.21438450899032,84.00184416781927
14667.0,Champions,High Value,11,25,9241.2,5,5,5,555,5.0,17.50806823420931,98.46703550023052,97.37206085753803
14696.0,Champions,High Value,4,7,2078.95,5,5,5,555,5.0,7.468879668049793,85.5232826187183,80.1982480405717
14701.0,Champions,High Value,11,9,2549.37,5,5,5,555,5.0,17.50806823420931,90.21438450899032,84.14015675426464
14702.0,Champions,High Value,1,17,3292.14,5,5,5,555,5.0,1.0834485938220377,96.73812816966344,88.54310742277546
14711.0,Champions,High Value,10,11,2868.8,5,5,5,555,5.0,15.813739050253572,92.84232365145229,86.46841862609497
13319.0,Champions,High Value,5,26,10845.55,5,5,5,555,5.0,9.474412171507607,98.63992623328724,97.9253112033195
17346.0,Champions,High Value,4,15,2676.56,5,5,5,555,5.0,7.468879668049793,95.95435684647303,85.24665744582757
17315.0,Champions,High Value,2,38,6292.26,5,5,5,555,5.0,3.1466113416320884,99.4121715076072,95.4356846473029
17306.0,Champions,High Value,11,19,8631.31,5,5,5,555,5.0,17.50806823420931,97.40663900414937,97.16459197786999
17381.0,Champions,High Value,9,29,20275.61,5,5,5,555,5.0,14.200092208390963,98.93960350391886,99.03181189488244
17386.0,Champions,High Value,8,6,2686.42,5,5,5,555,5.0,12.551867219917012,81.89257722452743,85.29276164130935
17364.0,Champions,High Value,1,11,4481.18,5,5,5,555,5.0,1.0834485938220377,92.84232365145229,92.66943291839557
17365.0,Champions,High Value,13,8,4801.56,5,5,5,555,5.0,19.813278008298756,88.30106039649608,93.33794375288151
12621.0,Champions,High Value,2,20,13689.67,5,5,5,555,5.0,3.1466113416320884,97.6832641770401,98.50161364684186
12598.0,Champions,High Value,10,8,3023.08,5,5,5,555,5.0,15.813739050253572,88.30106039649608,87.32134624250807
17419.0,Champions,High Value,11,12,4226.57,5,5,5,555,5.0,17.50806823420931,93.96035039188565,92.1622867680959
17402.0,Champions,High Value,5,13,2633.85,5,5,5,555,5.0,9.474412171507607,94.8248040571692,84.87782388197326
17404.0,Champions,High Value,4,15,31906.82,5,5,5,555,5.0,7.468879668049793,95.95435684647303,99.33148916551406
17389.0,Champions,High Value,1,34,31833.68,5,5,5,555,5.0,1.0834485938220377,99.26233287229138,99.30843706777317
14739.0,Champions,High Value,4,7,3902.28,5,5,5,555,5.0,7.468879668049793,85.5232826187183,91.07883817427386
14732.0,Champions,High Value,8,8,2702.49,5,5,5,555,5.0,12.551867219917012,88.30106039649608,85.33886583679114
14735.0,Champions,High Value,4,32,6065.69,5,5,5,555,5.0,7.468879668049793,99.1470723835869,95.25126786537574
14713.0,Champions,High Value,9,11,2666.36,5,5,5,555,5.0,14.200092208390963,92.84232365145229,85.20055325034578
14796.0,Champions,High Value,1,17,8022.49,5,5,5,555,5.0,1.0834485938220377,96.73812816966344,96.86491470723836
14769.0,Champions,High Value,3,8,10674.75,5,5,5,555,5.0,5.16366989396035,88.30106039649608,97.85615491009682
14766.0,Champions,High Value,8,6,2473.37,5,5,5,555,5.0,12.551867219917012,81.89257722452743,83.54080221300138
14755.0,Champions,High Value,10,11,5010.28,5,5,5,555,5.0,15.813739050253572,92.84232365145229,93.70677731673582
13269.0,Champions,High Value,1,15,5346.2300000000005,5,5,5,555,5.0,1.0834485938220377,95.95435684647303,94.26002766251729
13263.0,Champions,High Value,1,35,7454.07,5,5,5,555,5.0,1.0834485938220377,99.30843706777317,96.58828953434762
14825.0,Champions,High Value,4,12,2226.91,5,5,5,555,5.0,7.468879668049793,93.96035039188565,81.60442600276625
14866.0,Champions,High Value,11,12,14389.9,5,5,5,555,5.0,17.50806823420931,93.96035039188565,98.57076994006455
14868.0,Champions,High Value,3,8,2953.59,5,5,5,555,5.0,5.16366989396035,88.30106039649608,86.92946058091286
13266.0,Champions,High Value,11,12,3834.26,5,5,5,555,5.0,17.50806823420931,93.96035039188565,90.87136929460581
13267.0,Champions,High Value,3,19,4521.49,5,5,5,555,5.0,5.16366989396035,97.40663900414937,92.80774550484094
12627.0,Champions,High Value,11,7,4478.53,5,5,5,555,5.0,17.50806823420931,85.5232826187183,92.64638082065468
17183.0,Champions,High Value,8,6,3347.31,5,5,5,555,5.0,12.551867219917012,81.89257722452743,88.72752420470262
17188.0,Champions,High Value,11,7,2474.23,5,5,5,555,5.0,17.50806823420931,85.5232826187183,83.56385431074229
17173.0,Champions,High Value,5,8,3766.6,5,5,5,555,5.0,9.474412171507607,88.30106039649608,90.59474412171508
12662.0,Champions,High Value,1,11,3849.78,5,5,5,555,5.0,1.0834485938220377,92.84232365145229,90.9174734900876
17243.0,Champions,High Value,1,26,8676.85,5,5,5,555,5.0,1.0834485938220377,98.63992623328724,97.18764407561088
17231.0,Champions,High Value,12,10,3174.32,5,5,5,555,5.0,18.983402489626556,91.62056247118487,88.05901337021669
17238.0,Champions,High Value,3,17,3744.65,5,5,5,555,5.0,5.16366989396035,96.73812816966344,90.52558782849239
14907.0,Champions,High Value,3,7,3501.1,5,5,5,555,5.0,5.16366989396035,85.5232826187183,89.2807745504841
14911.0,Champions,High Value,1,201,143825.06,5,5,5,555,5.0,1.0834485938220377,99.9769479022591,99.90779160903642
14895.0,Champions,High Value,8,20,11138.71,5,5,5,555,5.0,12.551867219917012,97.6832641770401,98.01751959428307
14961.0,Champions,High Value,11,9,7044.68,5,5,5,555,5.0,17.50806823420931,90.21438450899032,96.2655601659751
13225.0,Champions,High Value,3,7,6463.84,5,5,5,555,5.0,5.16366989396035,85.5232826187183,95.59704933148917
13198.0,Champions,High Value,10,6,3401.24,5,5,5,555,5.0,15.813739050253572,81.89257722452743,88.91194098662977
13199.0,Champions,High Value,4,38,9817.12,5,5,5,555,5.0,7.468879668049793,99.4121715076072,97.55647763946519
15023.0,Champions,High Value,3,11,6802.76,5,5,5,555,5.0,5.16366989396035,92.84232365145229,96.01198709082527
15061.0,Champions,High Value,4,48,54534.14,5,5,5,555,5.0,7.468879668049793,99.63116643614569,99.60811433840479
15039.0,Champions,High Value,10,47,19914.44,5,5,5,555,5.0,15.813739050253572,99.59658828953435,99.00875979714155
15046.0,Champions,High Value,9,15,5213.77,5,5,5,555,5.0,14.200092208390963,95.95435684647303,94.12171507607192
15033.0,Champions,High Value,5,10,2586.67,5,5,5,555,5.0,9.474412171507607,91.62056247118487,84.3476256339327
13230.0,Champions,High Value,4,14,2806.97,5,5,5,555,5.0,7.468879668049793,95.40110650069157,86.09958506224066
15089.0,Champions,High Value,10,6,2420.84,5,5,5,555,5.0,15.813739050253572,81.89257722452743,83.21807284462886
15078.0,Champions,High Value,7,32,9743.11,5,5,5,555,5.0,11.191793453204243,99.1470723835869,97.5334255417243
15152.0,Champions,High Value,10,13,4745.69,5,5,5,555,5.0,15.813739050253572,94.8248040571692,93.19963116643615
15144.0,Champions,High Value,8,17,6580.44,5,5,5,555,5.0,12.551867219917012,96.73812816966344,95.73536191793454
13183.0,Champions,High Value,8,9,3957.78,5,5,5,555,5.0,12.551867219917012,90.21438450899032,91.17104656523743
15187.0,Champions,High Value,2,16,4777.18,5,5,5,555,5.0,3.1466113416320884,96.40387275242047,93.29183955739973
15159.0,Champions,High Value,2,30,18641.01,5,5,5,555,5.0,3.1466113416320884,98.9972337482711,98.93960350391886
15218.0,Champions,High Value,11,11,5756.89,5,5,5,555,5.0,17.50806823420931,92.84232365145229,94.95159059474412
15189.0,Champions,High Value,1,41,16225.39,5,5,5,555,5.0,1.0834485938220377,99.49285384970032,98.66297833102813
15194.0,Champions,High Value,3,15,7616.53,5,5,5,555,5.0,5.16366989396035,95.95435684647303,96.63439372982941
15298.0,Champions,High Value,2,12,4799.9,5,5,5,555,5.0,3.1466113416320884,93.96035039188565,93.31489165514061
15290.0,Champions,High Value,5,18,7943.22,5,5,5,555,5.0,9.474412171507607,97.10696173351775,96.81881051175657
15271.0,Champions,High Value,7,15,2507.07,5,5,5,555,5.0,11.191793453204243,95.95435684647303,83.8635315813739
15251.0,Champions,High Value,9,11,10484.99,5,5,5,555,5.0,14.200092208390963,92.84232365145229,97.74089442139234
13113.0,Champions,High Value,1,24,12245.96,5,5,5,555,5.0,1.0834485938220377,98.3402489626556,98.17888427846934
15311.0,Champions,High Value,1,91,60767.9,5,5,5,555,5.0,1.0834485938220377,99.88473951129552,99.70032272936837
15358.0,Champions,High Value,5,22,8347.2,5,5,5,555,5.0,9.474412171507607,98.13278008298755,97.04933148916551
13137.0,Champions,High Value,11,8,3650.41,5,5,5,555,5.0,17.50806823420931,88.30106039649608,90.04149377593362
13126.0,Champions,High Value,5,8,2099.64,5,5,5,555,5.0,9.474412171507607,88.30106039649608,80.49792531120332
15443.0,Champions,High Value,2,7,3236.91,5,5,5,555,5.0,3.1466113416320884,85.5232826187183,88.38174273858921
15373.0,Champions,High Value,8,12,2415.91,5,5,5,555,5.0,12.551867219917012,93.96035039188565,83.19502074688798
17017.0,Champions,High Value,3,20,8694.26,5,5,5,555,5.0,5.16366989396035,97.6832641770401,97.21069617335178
17001.0,Champions,High Value,1,11,3989.57,5,5,5,555,5.0,1.0834485938220377,92.84232365145229,91.3324112494237
12683.0,Champions,High Value,4,15,8476.57,5,5,5,555,5.0,7.468879668049793,95.95435684647303,97.0954356846473
12664.0,Champions,High Value,8,9,4881.88,5,5,5,555,5.0,12.551867219917012,90.21438450899032,93.49930843706777
17049.0,Champions,High Value,3,9,5659.9800000000005,5,5,5,555,5.0,5.16366989396035,90.21438450899032,94.79022591055785
12704.0,Champions,High Value,7,8,2340.84,5,5,5,555,5.0,11.191793453204243,88.30106039649608,82.66482249884739
12684.0,Champions,High Value,8,7,2283.63,5,5,5,555,5.0,12.551867219917012,85.5232826187183,82.11157215306592
12682.0,Champions,High Value,4,31,12288.22,5,5,5,555,5.0,7.468879668049793,99.07791609036423,98.20193637621023
17091.0,Champions,High Value,3,9,3827.76,5,5,5,555,5.0,5.16366989396035,90.21438450899032,90.84831719686491
17068.0,Champions,High Value,12,21,4552.14,5,5,5,555,5.0,18.983402489626556,97.9483633010604,92.85384970032273
15498.0,Champions,High Value,3,27,13316.4,5,5,5,555,5.0,5.16366989396035,98.7551867219917,98.43245735361917
15555.0,Champions,High Value,12,16,4805.17,5,5,5,555,5.0,18.983402489626556,96.40387275242047,93.3609958506224
15544.0,Champions,High Value,9,9,3546.71,5,5,5,555,5.0,14.200092208390963,90.21438450899032,89.53434762563394
15547.0,Champions,High Value,7,14,4954.84,5,5,5,555,5.0,11.191793453204243,95.40110650069157,93.63762102351313
15514.0,Champions,High Value,12,11,4139.46,5,5,5,555,5.0,18.983402489626556,92.84232365145229,91.83955739972338
13098.0,Champions,High Value,1,28,28882.44,5,5,5,555,5.0,1.0834485938220377,98.85892116182573,99.28538497003228
13078.0,Champions,High Value,3,26,12627.94,5,5,5,555,5.0,5.16366989396035,98.63992623328724,98.3171968649147
13081.0,Champions,High Value,12,11,28337.38,5,5,5,555,5.0,18.983402489626556,92.84232365145229,99.23928077455048
13089.0,Champions,High Value,3,97,58825.83,5,5,5,555,5.0,5.16366989396035,99.93084370677732,99.67727063162748
13069.0,Champions,High Value,1,24,4436.12,5,5,5,555,5.0,1.0834485938220377,98.3402489626556,92.577224527432
15570.0,Champions,High Value,7,12,4165.52,5,5,5,555,5.0,11.191793453204243,93.96035039188565,91.95481788842784
15572.0,Champions,High Value,5,7,2552.86,5,5,5,555,5.0,9.474412171507607,85.5232826187183,84.18626094974643
15615.0,Champions,High Value,10,23,10399.74,5,5,5,555,5.0,15.813739050253572,98.24804057169202,97.69479022591055
15601.0,Champions,High Value,11,14,6776.56,5,5,5,555,5.0,17.50806823420931,95.40110650069157,95.96588289534348
13102.0,Champions,High Value,1,24,6424.09,5,5,5,555,5.0,1.0834485938220377,98.3402489626556,95.57399723374827
13090.0,Champions,High Value,9,14,8910.82,5,5,5,555,5.0,14.200092208390963,95.40110650069157,97.25680036883357
16904.0,Champions,High Value,4,16,3754.27,5,5,5,555,5.0,7.468879668049793,96.40387275242047,90.57169202397418
16905.0,Champions,High Value,5,7,3102.43,5,5,5,555,5.0,9.474412171507607,85.5232826187183,87.73628400184417
16873.0,Champions,High Value,5,6,7123.62,5,5,5,555,5.0,9.474412171507607,81.89257722452743,96.3347164591978
16923.0,Champions,High Value,12,19,7247.61,5,5,5,555,5.0,18.983402489626556,97.40663900414937,96.40387275242047
12727.0,Champions,High Value,11,7,3980.7,5,5,5,555,5.0,17.50806823420931,85.5232826187183,91.24020285846012
12720.0,Champions,High Value,3,25,5781.73,5,5,5,555,5.0,5.16366989396035,98.46703550023052,94.974642692485
16966.0,Champions,High Value,8,7,2154.97,5,5,5,555,5.0,12.551867219917012,85.5232826187183,80.9820193637621
